Runde,Dato,Dag,Tid,Hjemmelag,Hjemme,Borte,Bortelag,Bane,Kampnr,Sesong
12,16-06-2011,torsdag,19:00:00,Aalesund,1,3,Rosenborg,Color Line Stadion,99120001092,2011
12,16-06-2011,torsdag,19:00:00,Start,3,2,Fredrikstad,Sparebanken Sør Arena,99120001093,2011
12,16-06-2011,torsdag,19:00:00,Sogndal,3,1,Haugesund,Fosshaugane Campus,99120001089,2011
12,16-06-2011,torsdag,19:00:00,Sarpsborg 08,1,1,Stabæk,Sarpsborg st KG,99120001095,2011
12,16-06-2011,torsdag,19:00:00,Tromsø,1,0,Lillestrøm,Alfheim stadion,99120001091,2011
12,16-06-2011,torsdag,20:00:00,Viking,3,0,Brann,SR-Bank Arena,99120001096,2011
12,12-08-2011,fredag,19:00:00,Odd,1,1,Vålerenga,Skagerak Arena,99120001094,2011
13,19-06-2011,søndag,16:00:00,Haugesund,1,0,Start,Haugesund stadion,99120001099,2011
13,19-06-2011,søndag,16:00:00,Molde,2,0,Sogndal,Aker stadion,99120001103,2011
13,19-06-2011,søndag,18:00:00,Fredrikstad,0,1,Odd,Fredrikstad stadion,99120001098,2011
13,19-06-2011,søndag,18:00:00,Vålerenga,2,0,Sarpsborg 08,Ullevaal Stadion,99120001102,2011
13,19-06-2011,søndag,18:00:00,Brann,1,1,Aalesund,Brann stadion,99120001100,2011
13,19-06-2011,søndag,18:00:00,Lillestrøm,4,2,Strømsgodset,Åråsen stadion,99120001101,2011
13,19-06-2011,søndag,18:00:00,Stabæk,0,1,Viking,Telenor Arena,99120001104,2011
13,19-06-2011,søndag,20:00:00,Rosenborg,3,1,Tromsø,Lerkendal stadion,99120001097,2011
14,25-06-2011,lørdag,18:00:00,Aalesund,1,0,Lillestrøm,Color Line Stadion,99120001108,2011
14,26-06-2011,søndag,14:00:00,Sogndal,0,1,Fredrikstad,Fosshaugane Campus,99120001105,2011
14,26-06-2011,søndag,18:00:00,Start,0,2,Vålerenga,Sparebanken Sør Arena,99120001109,2011
14,26-06-2011,søndag,18:00:00,Odd,1,0,Molde,Skagerak Arena,99120001110,2011
14,26-06-2011,søndag,18:00:00,Strømsgodset,3,1,Haugesund,Marienlyst stadion,99120001106,2011
14,26-06-2011,søndag,18:00:00,Tromsø,3,3,Stabæk,Alfheim stadion,99120001107,2011
14,26-06-2011,søndag,20:00:00,Viking,0,0,Rosenborg,SR-Bank Arena,99120001112,2011
14,27-06-2011,mandag,19:00:00,Sarpsborg 08,3,5,Brann,Sarpsborg st KG,99120001111,2011
15,02-07-2011,lørdag,18:00:00,Vålerenga,2,2,Strømsgodset,Ullevaal Stadion,99120001119,2011
15,03-07-2011,søndag,18:00:00,Brann,2,1,Stabæk,Brann stadion,99120001117,2011
15,03-07-2011,søndag,18:00:00,Rosenborg,4,0,Sarpsborg 08,Lerkendal stadion,99120001113,2011
15,03-07-2011,søndag,18:00:00,Lillestrøm,2,1,Viking,Åråsen stadion,99120001118,2011
15,03-07-2011,søndag,18:00:00,Start,1,1,Sogndal,Sparebanken Sør Arena,99120001116,2011
15,03-07-2011,søndag,18:00:00,Haugesund,2,1,Odd,Haugesund stadion,99120001115,2011
15,03-07-2011,søndag,20:00:00,Molde,5,2,Aalesund,Aker stadion,99120001120,2011
15,04-07-2011,mandag,19:00:00,Fredrikstad,0,2,Tromsø,Fredrikstad stadion,99120001114,2011
16,15-07-2011,fredag,19:00:00,Odd,1,3,Lillestrøm,Skagerak Arena,99120001125,2011
16,17-07-2011,søndag,16:00:00,Sogndal,1,0,Sarpsborg 08,Fosshaugane Campus,99120001126,2011
16,17-07-2011,søndag,18:00:00,Viking,1,0,Aalesund,SR-Bank Arena,99120001127,2011
16,17-07-2011,søndag,18:00:00,Strømsgodset,3,0,Start,Marienlyst stadion,99120001122,2011
16,17-07-2011,søndag,18:00:00,Molde,3,1,Haugesund,Aker stadion,99120001121,2011
16,17-07-2011,søndag,18:00:00,Stabæk,2,1,Rosenborg,Telenor Arena,99120001128,2011
16,17-07-2011,søndag,20:00:00,Tromsø,4,1,Vålerenga,Alfheim stadion,99120001124,2011
16,18-07-2011,mandag,19:00:00,Fredrikstad,4,2,Brann,Fredrikstad stadion,99120001123,2011
17,03-08-2011,onsdag,18:00:00,Lillestrøm,3,2,Tromsø,Åråsen stadion,99120001134,2011
17,03-08-2011,onsdag,18:00:00,Haugesund,4,0,Sogndal,Haugesund stadion,99120001131,2011
17,03-08-2011,onsdag,19:00:00,Brann,3,2,Viking,Brann stadion,99120001133,2011
17,04-08-2011,torsdag,19:00:00,Start,1,2,Molde,Sparebanken Sør Arena,99120001132,2011
17,14-09-2011,onsdag,19:00:00,Vålerenga,0,1,Odd,Ullevaal Stadion,99120001136,2011
17,15-09-2011,torsdag,19:00:00,Sarpsborg 08,1,1,Strømsgodset,Sarpsborg st KG,99120001135,2011
17,26-10-2011,onsdag,19:00:00,Rosenborg,2,0,Fredrikstad,Lerkendal stadion,99120001129,2011
17,27-10-2011,torsdag,19:00:00,Aalesund,2,0,Stabæk,Color Line Stadion,99120001130,2011
18,30-07-2011,lørdag,18:00:00,Molde,2,1,Vålerenga,Aker stadion,99120001142,2011
18,30-07-2011,lørdag,20:00:00,Sogndal,1,1,Rosenborg,Fosshaugane Campus,99120001137,2011
18,31-07-2011,søndag,18:00:00,Strømsgodset,3,1,Lillestrøm,Marienlyst stadion,99120001138,2011
18,31-07-2011,søndag,18:00:00,Odd,2,3,Brann,Skagerak Arena,99120001140,2011
18,31-07-2011,søndag,18:00:00,Viking,2,0,Fredrikstad,SR-Bank Arena,99120001143,2011
18,31-07-2011,søndag,18:00:00,Sarpsborg 08,0,3,Haugesund,Sarpsborg st KG,99120001141,2011
18,31-07-2011,søndag,18:00:00,Stabæk,4,1,Start,Telenor Arena,99120001144,2011
18,31-07-2011,søndag,20:00:00,Tromsø,1,0,Aalesund,Alfheim stadion,99120001139,2011
19,05-08-2011,fredag,19:00:00,Fredrikstad,1,2,Stabæk,Fredrikstad stadion,99120001146,2011
19,07-08-2011,søndag,18:00:00,Lillestrøm,3,1,Sarpsborg 08,Åråsen stadion,99120001150,2011
19,07-08-2011,søndag,18:00:00,Vålerenga,1,1,Sogndal,Ullevaal Stadion,99120001151,2011
19,07-08-2011,søndag,18:00:00,Viking,2,1,Tromsø,SR-Bank Arena,99120001152,2011
19,07-08-2011,søndag,18:00:00,Brann,0,0,Strømsgodset,Brann stadion,99120001149,2011
19,07-08-2011,søndag,18:00:00,Aalesund,0,1,Odd,Color Line Stadion,99120001147,2011
19,07-08-2011,søndag,20:00:00,Rosenborg,3,1,Molde,Lerkendal stadion,99120001145,2011
19,08-08-2011,mandag,19:00:00,Start,1,4,Haugesund,Sparebanken Sør Arena,99120001148,2011
20,19-08-2011,fredag,19:00:00,Odd,4,2,Viking,Skagerak Arena,99120001157,2011
20,20-08-2011,lørdag,18:00:00,Sarpsborg 08,0,2,Vålerenga,Sarpsborg st KG,99120001158,2011
20,21-08-2011,søndag,18:00:00,Tromsø,3,1,Fredrikstad,Alfheim stadion,99120001155,2011
20,21-08-2011,søndag,18:00:00,Sogndal,2,0,Start,Fosshaugane Campus,99120001153,2011
20,21-08-2011,søndag,18:00:00,Strømsgodset,2,2,Aalesund,Marienlyst stadion,99120001154,2011
20,21-08-2011,søndag,18:00:00,Haugesund,2,2,Rosenborg,Haugesund stadion,99120001156,2011
20,21-08-2011,søndag,20:00:00,Stabæk,1,1,Brann,Telenor Arena,99120001160,2011
20,22-08-2011,mandag,19:00:00,Molde,1,0,Lillestrøm,Aker stadion,99120001159,2011
21,26-08-2011,fredag,19:00:00,Brann,1,1,Tromsø,Brann stadion,99120001165,2011
21,27-08-2011,lørdag,18:00:00,Vålerenga,3,2,Haugesund,Ullevaal Stadion,99120001167,2011
21,28-08-2011,søndag,18:00:00,Lillestrøm,0,3,Sogndal,Åråsen stadion,99120001166,2011
21,28-08-2011,søndag,18:00:00,Start,1,0,Sarpsborg 08,Sparebanken Sør Arena,99120001164,2011
21,28-08-2011,søndag,18:00:00,Viking,1,0,Stabæk,SR-Bank Arena,99120001168,2011
21,28-08-2011,søndag,18:00:00,Fredrikstad,1,1,Strømsgodset,Fredrikstad stadion,99120001162,2011
21,28-08-2011,søndag,20:00:00,Aalesund,1,3,Molde,Color Line Stadion,99120001163,2011
21,29-08-2011,mandag,19:00:00,Rosenborg,7,0,Odd,Lerkendal stadion,99120001161,2011
22,09-09-2011,fredag,19:00:00,Stabæk,2,4,Tromsø,Telenor Arena,99120001176,2011
22,10-09-2011,lørdag,16:00:00,Strømsgodset,2,2,Viking,Marienlyst stadion,99120001170,2011
22,11-09-2011,søndag,18:00:00,Sogndal,0,0,Aalesund,Fosshaugane Campus,99120001169,2011
22,11-09-2011,søndag,18:00:00,Odd,2,1,Fredrikstad,Skagerak Arena,99120001172,2011
22,11-09-2011,søndag,18:00:00,Vålerenga,2,1,Start,Ullevaal Stadion,99120001174,2011
22,11-09-2011,søndag,18:00:00,Haugesund,2,0,Lillestrøm,Haugesund stadion,99120001171,2011
22,11-09-2011,søndag,20:00:00,Molde,2,2,Brann,Aker stadion,99120001175,2011
22,12-09-2011,mandag,19:00:00,Sarpsborg 08,0,6,Rosenborg,Sarpsborg st KG,99120001173,2011
23,16-09-2011,fredag,19:00:00,Brann,1,0,Haugesund,Brann stadion,99120001181,2011
23,17-09-2011,lørdag,18:00:00,Fredrikstad,0,1,Molde,Fredrikstad stadion,99120001178,2011
23,18-09-2011,søndag,18:00:00,Viking,2,0,Sogndal,SR-Bank Arena,99120001183,2011
23,18-09-2011,søndag,18:00:00,Stabæk,1,3,Odd,Telenor Arena,99120001184,2011
23,18-09-2011,søndag,18:00:00,Aalesund,2,0,Sarpsborg 08,Color Line Stadion,99120001180,2011
23,18-09-2011,søndag,18:00:00,Tromsø,2,0,Strømsgodset,Alfheim stadion,99120001179,2011
23,18-09-2011,søndag,20:00:00,Lillestrøm,0,1,Vålerenga,Åråsen stadion,99120001182,2011
23,19-09-2011,mandag,19:00:00,Rosenborg,4,1,Start,Lerkendal stadion,99120001177,2011
24,23-09-2011,fredag,19:00:00,Molde,0,0,Viking,Aker stadion,99120001192,2011
24,24-09-2011,lørdag,18:00:00,Strømsgodset,1,0,Stabæk,Marienlyst stadion,99120001186,2011
24,25-09-2011,søndag,18:00:00,Haugesund,1,0,Aalesund,Haugesund stadion,99120001187,2011
24,25-09-2011,søndag,18:00:00,Start,3,0,Lillestrøm,Sparebanken Sør Arena,99120001188,2011
24,25-09-2011,søndag,18:00:00,Odd,3,1,Tromsø,Skagerak Arena,99120001189,2011
24,25-09-2011,søndag,18:00:00,Sogndal,1,0,Brann,Fosshaugane Campus,99120001185,2011
24,25-09-2011,søndag,20:00:00,Vålerenga,1,0,Rosenborg,Ullevaal Stadion,99120001191,2011
24,26-09-2011,mandag,19:00:00,Sarpsborg 08,1,4,Fredrikstad,Sarpsborg st KG,99120001190,2011
25,30-09-2011,fredag,19:00:00,Lillestrøm,2,5,Rosenborg,Åråsen stadion,99120001198,2011
25,01-10-2011,lørdag,18:00:00,Viking,1,1,Haugesund,SR-Bank Arena,99120001199,2011
25,02-10-2011,søndag,18:00:00,Brann,1,4,Vålerenga,Brann stadion,99120001196,2011
25,02-10-2011,søndag,18:00:00,Stabæk,2,0,Sarpsborg 08,Telenor Arena,99120001200,2011
25,02-10-2011,søndag,18:00:00,Fredrikstad,2,2,Sogndal,Fredrikstad stadion,99120001193,2011
25,02-10-2011,søndag,18:00:00,Odd,1,0,Strømsgodset,Skagerak Arena,99120001197,2011
25,02-10-2011,søndag,20:00:00,Tromsø,0,2,Molde,Alfheim stadion,99120001194,2011
25,03-10-2011,mandag,19:00:00,Aalesund,0,0,Start,Color Line Stadion,99120001195,2011
26,14-10-2011,fredag,19:00:00,Vålerenga,3,0,Viking,Ullevaal Stadion,99120001207,2011
26,15-10-2011,lørdag,18:00:00,Lillestrøm,1,1,Stabæk,Åråsen stadion,99120001205,2011
26,16-10-2011,søndag,18:00:00,Sarpsborg 08,0,2,Tromsø,Sarpsborg st KG,99120001206,2011
26,16-10-2011,søndag,18:00:00,Molde,0,0,Odd,Aker stadion,99120001208,2011
26,16-10-2011,søndag,18:00:00,Sogndal,1,1,Strømsgodset,Fosshaugane Campus,99120001201,2011
26,16-10-2011,søndag,18:00:00,Haugesund,3,2,Fredrikstad,Haugesund stadion,99120001203,2011
26,16-10-2011,søndag,20:00:00,Rosenborg,2,2,Aalesund,Lerkendal stadion,99120001202,2011
26,17-10-2011,mandag,19:00:00,Start,3,1,Brann,Sparebanken Sør Arena,99120001204,2011
27,21-10-2011,fredag,19:00:00,Stabæk,1,1,Molde,Telenor Arena,99120001216,2011
27,23-10-2011,søndag,18:00:00,Odd,1,0,Haugesund,Skagerak Arena,99120001214,2011
27,23-10-2011,søndag,18:00:00,Viking,2,0,Lillestrøm,SR-Bank Arena,99120001215,2011
27,23-10-2011,søndag,18:00:00,Tromsø,0,0,Sogndal,Alfheim stadion,99120001211,2011
27,23-10-2011,søndag,18:00:00,Brann,1,0,Sarpsborg 08,Brann stadion,99120001213,2011
27,23-10-2011,søndag,20:00:00,Strømsgodset,3,1,Rosenborg,Marienlyst stadion,99120001209,2011
27,24-10-2011,mandag,19:00:00,Aalesund,2,1,Vålerenga,Color Line Stadion,99120001212,2011
27,05-11-2011,lørdag,19:00:00,Fredrikstad,1,1,Start,Fredrikstad stadion,99120001210,2011
28,28-10-2011,fredag,19:00:00,Haugesund,1,1,Tromsø,Haugesund stadion,99120001219,2011
28,30-10-2011,søndag,18:00:00,Lillestrøm,1,1,Aalesund,Åråsen stadion,99120001221,2011
28,30-10-2011,søndag,18:00:00,Molde,2,2,Strømsgodset,Aker stadion,99120001224,2011
28,30-10-2011,søndag,18:00:00,Sarpsborg 08,1,1,Viking,Sarpsborg st KG,99120001222,2011
28,30-10-2011,søndag,18:00:00,Start,1,3,Odd,Sparebanken Sør Arena,99120001220,2011
28,30-10-2011,søndag,18:00:00,Sogndal,0,0,Stabæk,Fosshaugane Campus,99120001217,2011
28,30-10-2011,søndag,20:00:00,Rosenborg,3,6,Brann,Lerkendal stadion,99120001218,2011
28,31-10-2011,mandag,19:00:00,Vålerenga,1,2,Fredrikstad,Ullevaal Stadion,99120001223,2011
29,20-11-2011,søndag,18:00:00,Fredrikstad,3,1,Aalesund,Fredrikstad stadion,99120001226,2011
29,20-11-2011,søndag,18:00:00,Viking,1,1,Start,SR-Bank Arena,99120001231,2011
29,20-11-2011,søndag,18:00:00,Strømsgodset,2,1,Vålerenga,Marienlyst stadion,99120001225,2011
29,20-11-2011,søndag,18:00:00,Stabæk,1,2,Haugesund,Telenor Arena,99120001232,2011
29,20-11-2011,søndag,18:00:00,Odd,1,0,Sogndal,Skagerak Arena,99120001229,2011
29,20-11-2011,søndag,18:00:00,Molde,3,1,Sarpsborg 08,Aker stadion,99120001230,2011
29,20-11-2011,søndag,18:00:00,Brann,2,0,Lillestrøm,Brann stadion,99120001228,2011
29,20-11-2011,søndag,18:00:00,Tromsø,3,1,Rosenborg,Alfheim stadion,99120001227,2011
30,27-11-2011,søndag,18:00:00,Lillestrøm,0,0,Fredrikstad,Åråsen stadion,99120001238,2011
30,27-11-2011,søndag,18:00:00,Start,1,6,Tromsø,Sparebanken Sør Arena,99120001237,2011
30,27-11-2011,søndag,18:00:00,Vålerenga,2,0,Stabæk,Ullevaal Stadion,99120001240,2011
30,27-11-2011,søndag,18:00:00,Aalesund,3,1,Brann,Color Line Stadion,99120001235,2011
30,27-11-2011,søndag,18:00:00,Haugesund,5,1,Strømsgodset,Haugesund stadion,99120001236,2011
30,27-11-2011,søndag,18:00:00,Rosenborg,3,2,Viking,Lerkendal stadion,99120001234,2011
30,27-11-2011,søndag,18:00:00,Sarpsborg 08,3,2,Odd,Sarpsborg st KG,99120001239,2011
30,27-11-2011,søndag,18:00:00,Sogndal,2,1,Molde,Fosshaugane Campus,99120001233,2011
1,23-03-2012,fredag,19:00:00,Molde,2,1,Strømsgodset,Aker stadion,99120001008,2012
1,24-03-2012,lørdag,18:00:00,Hønefoss,0,0,Lillestrøm,Aka Arena,99120001006,2012
1,25-03-2012,søndag,18:00:00,Stabæk,0,0,Aalesund,Nadderud stadion,99120001005,2012
1,25-03-2012,søndag,18:00:00,Vålerenga,2,1,Haugesund,Ullevaal Stadion,99120001004,2012
1,25-03-2012,søndag,18:00:00,Odd,0,4,Sogndal,Skagerak Arena,99120001007,2012
1,25-03-2012,søndag,18:00:00,Tromsø,1,0,Fredrikstad,Alfheim stadion,99120001001,2012
1,25-03-2012,søndag,20:00:00,Rosenborg,3,1,Brann,Lerkendal stadion,99120001003,2012
1,26-03-2012,mandag,19:00:00,Sandnes Ulf,2,2,Viking,Sandnes stadion,99120001002,2012
2,30-03-2012,fredag,19:00:00,Brann,3,1,Sandnes Ulf,Brann stadion,99120001011,2012
2,31-03-2012,lørdag,18:00:00,Strømsgodset,3,2,Vålerenga,Marienlyst stadion,99120001010,2012
2,01-04-2012,søndag,18:00:00,Viking,1,0,Odd,SR-Bank Arena,99120001015,2012
2,01-04-2012,søndag,18:00:00,Sogndal,0,0,Hønefoss,Fosshaugane Campus,99120001016,2012
2,01-04-2012,søndag,18:00:00,Fredrikstad,5,1,Stabæk,Fredrikstad stadion,99120001009,2012
2,01-04-2012,søndag,18:00:00,Haugesund,2,0,Molde,Haugesund stadion,99120001014,2012
2,01-04-2012,søndag,20:00:00,Lillestrøm,2,2,Rosenborg,Åråsen stadion,99120001012,2012
2,02-04-2012,mandag,19:00:00,Aalesund,0,0,Tromsø,Color Line Stadion,99120001013,2012
3,09-04-2012,mandag,16:00:00,Odd,2,0,Lillestrøm,Skagerak Arena,99120001023,2012
3,09-04-2012,mandag,18:00:00,Rosenborg,0,0,Sogndal,Lerkendal stadion,99120001020,2012
3,09-04-2012,mandag,18:00:00,Sandnes Ulf,1,1,Aalesund,Sandnes stadion,99120001019,2012
3,09-04-2012,mandag,18:00:00,Tromsø,3,0,Stabæk,Alfheim stadion,99120001018,2012
3,09-04-2012,mandag,18:00:00,Strømsgodset,3,3,Haugesund,Marienlyst stadion,99120001017,2012
3,09-04-2012,mandag,18:00:00,Hønefoss,1,1,Fredrikstad,Aka Arena,99120001022,2012
3,09-04-2012,mandag,20:00:00,Molde,2,1,Brann,Aker stadion,99120001024,2012
3,10-04-2012,tirsdag,19:00:00,Vålerenga,1,0,Viking,Ullevaal Stadion,99120001021,2012
4,13-04-2012,fredag,19:00:00,Fredrikstad,1,2,Rosenborg,Fredrikstad stadion,99120001025,2012
4,15-04-2012,søndag,18:00:00,Brann,1,2,Strømsgodset,Brann stadion,99120001027,2012
4,15-04-2012,søndag,18:00:00,Aalesund,2,1,Odd,Color Line Stadion,99120001029,2012
4,15-04-2012,søndag,18:00:00,Sogndal,1,1,Haugesund,Fosshaugane Campus,99120001032,2012
4,15-04-2012,søndag,18:00:00,Tromsø,3,1,Sandnes Ulf,Alfheim stadion,99120001026,2012
4,15-04-2012,søndag,20:00:00,Lillestrøm,1,1,Vålerenga,Åråsen stadion,99120001028,2012
4,16-04-2012,mandag,19:00:00,Viking,1,0,Molde,SR-Bank Arena,99120001031,2012
4,16-04-2012,mandag,19:00:00,Stabæk,0,2,Hønefoss,Nadderud stadion,99120001030,2012
5,20-04-2012,fredag,19:00:00,Vålerenga,0,2,Sogndal,Ullevaal Stadion,99120001036,2012
5,21-04-2012,lørdag,18:00:00,Haugesund,2,1,Brann,Haugesund stadion,99120001037,2012
5,22-04-2012,søndag,18:00:00,Sandnes Ulf,2,1,Stabæk,Sandnes stadion,99120001034,2012
5,22-04-2012,søndag,18:00:00,Hønefoss,3,1,Aalesund,Aka Arena,99120001038,2012
5,22-04-2012,søndag,18:00:00,Odd,1,1,Fredrikstad,Skagerak Arena,99120001039,2012
5,22-04-2012,søndag,18:00:00,Strømsgodset,1,0,Viking,Marienlyst stadion,99120001033,2012
5,22-04-2012,søndag,20:00:00,Rosenborg,3,0,Tromsø,Lerkendal stadion,99120001035,2012
5,23-04-2012,mandag,19:00:00,Molde,3,2,Lillestrøm,Aker stadion,99120001040,2012
6,27-04-2012,fredag,19:00:00,Aalesund,2,2,Rosenborg,Color Line Stadion,99120001045,2012
6,28-04-2012,lørdag,16:00:00,Lillestrøm,0,1,Strømsgodset,Åråsen stadion,99120001044,2012
6,28-04-2012,lørdag,18:00:00,Stabæk,0,2,Odd,Nadderud stadion,99120001046,2012
6,28-04-2012,lørdag,18:00:00,Fredrikstad,3,4,Sandnes Ulf,Fredrikstad stadion,99120001041,2012
6,28-04-2012,lørdag,18:00:00,Viking,0,2,Haugesund,SR-Bank Arena,99120001047,2012
6,28-04-2012,lørdag,18:00:00,Tromsø,0,0,Hønefoss,Alfheim stadion,99120001042,2012
6,28-04-2012,lørdag,20:00:00,Sogndal,2,1,Molde,Fosshaugane Campus,99120001048,2012
6,29-04-2012,søndag,19:00:00,Brann,1,2,Vålerenga,Brann stadion,99120001043,2012
7,04-05-2012,fredag,18:00:00,Rosenborg,3,1,Stabæk,Lerkendal stadion,99120001052,2012
7,05-05-2012,lørdag,18:00:00,Odd,2,2,Tromsø,Skagerak Arena,99120001055,2012
7,06-05-2012,søndag,18:00:00,Strømsgodset,3,0,Sogndal,Marienlyst stadion,99120001049,2012
7,06-05-2012,søndag,18:00:00,Haugesund,1,1,Lillestrøm,Haugesund stadion,99120001054,2012
7,06-05-2012,søndag,18:00:00,Sandnes Ulf,1,0,Hønefoss,Sandnes stadion,99120001051,2012
7,06-05-2012,søndag,18:00:00,Vålerenga,3,2,Fredrikstad,Ullevaal Stadion,99120001053,2012
7,06-05-2012,søndag,20:00:00,Molde,2,1,Aalesund,Aker stadion,99120001056,2012
7,07-05-2012,mandag,19:00:00,Brann,0,0,Viking,Brann stadion,99120001050,2012
8,12-05-2012,lørdag,16:00:00,Stabæk,0,5,Molde,Nadderud stadion,99120001062,2012
8,12-05-2012,lørdag,18:00:00,Tromsø,3,1,Vålerenga,Alfheim stadion,99120001058,2012
8,13-05-2012,søndag,18:00:00,Fredrikstad,0,0,Haugesund,Fredrikstad stadion,99120001057,2012
8,13-05-2012,søndag,18:00:00,Aalesund,3,1,Strømsgodset,Color Line Stadion,99120001061,2012
8,13-05-2012,søndag,18:00:00,Hønefoss,1,4,Odd,Aka Arena,99120001063,2012
8,13-05-2012,søndag,18:00:00,Sandnes Ulf,1,1,Rosenborg,Sandnes stadion,99120001059,2012
8,13-05-2012,søndag,18:00:00,Sogndal,1,2,Viking,Fosshaugane Campus,99120001064,2012
8,13-05-2012,søndag,20:00:00,Lillestrøm,3,4,Brann,Åråsen stadion,99120001060,2012
9,16-05-2012,onsdag,18:00:00,Molde,2,0,Fredrikstad,Aker stadion,99120001072,2012
9,16-05-2012,onsdag,18:00:00,Viking,1,2,Lillestrøm,SR-Bank Arena,99120001070,2012
9,16-05-2012,onsdag,18:00:00,Strømsgodset,2,0,Tromsø,Marienlyst stadion,99120001065,2012
9,16-05-2012,onsdag,18:00:00,Haugesund,4,2,Aalesund,Haugesund stadion,99120001069,2012
9,16-05-2012,onsdag,18:00:00,Rosenborg,0,1,Hønefoss,Lerkendal stadion,99120001067,2012
9,16-05-2012,onsdag,20:00:00,Odd,2,2,Sandnes Ulf,Skagerak Arena,99120001071,2012
9,16-05-2012,onsdag,20:00:00,Brann,5,0,Sogndal,Brann stadion,99120001066,2012
9,24-06-2012,søndag,16:00:00,Vålerenga,1,2,Stabæk,Ullevaal Stadion,99120001068,2012
10,19-05-2012,lørdag,16:00:00,Fredrikstad,2,3,Strømsgodset,Fredrikstad stadion,99120001073,2012
10,19-05-2012,lørdag,18:00:00,Hønefoss,1,0,Vålerenga,Aka Arena,99120001080,2012
10,20-05-2012,søndag,18:00:00,Lillestrøm,1,0,Sogndal,Åråsen stadion,99120001077,2012
10,20-05-2012,søndag,18:00:00,Sandnes Ulf,0,2,Molde,Sandnes stadion,99120001075,2012
10,20-05-2012,søndag,18:00:00,Stabæk,0,2,Haugesund,Nadderud stadion,99120001079,2012
10,20-05-2012,søndag,18:00:00,Tromsø,5,1,Viking,Alfheim stadion,99120001074,2012
10,20-05-2012,søndag,18:00:00,Aalesund,2,0,Brann,Color Line Stadion,99120001078,2012
10,20-05-2012,søndag,20:00:00,Rosenborg,0,0,Odd,Lerkendal stadion,99120001076,2012
11,23-05-2012,onsdag,19:00:00,Sogndal,0,0,Sandnes Ulf,Fosshaugane Campus,99120001087,2012
11,23-05-2012,onsdag,19:00:00,Viking,1,0,Stabæk,SR-Bank Arena,99120001086,2012
11,23-05-2012,onsdag,19:00:00,Brann,2,0,Fredrikstad,Brann stadion,99120001082,2012
11,23-05-2012,onsdag,19:00:00,Strømsgodset,1,0,Odd,Marienlyst stadion,99120001081,2012
11,23-05-2012,onsdag,20:00:00,Vålerenga,0,0,Rosenborg,Ullevaal Stadion,99120001084,2012
11,24-05-2012,torsdag,19:00:00,Lillestrøm,0,0,Aalesund,Åråsen stadion,99120001083,2012
11,24-05-2012,torsdag,19:00:00,Molde,3,2,Tromsø,Aker stadion,99120001088,2012
11,24-05-2012,torsdag,19:00:00,Haugesund,1,1,Hønefoss,Haugesund stadion,99120001085,2012
12,28-05-2012,mandag,18:00:00,Hønefoss,1,1,Molde,Aka Arena,99120001095,2012
12,28-05-2012,mandag,18:00:00,Sandnes Ulf,0,2,Haugesund,Sandnes stadion,99120001091,2012
12,28-05-2012,mandag,18:00:00,Stabæk,4,1,Lillestrøm,Nadderud stadion,99120001094,2012
12,28-05-2012,mandag,19:00:00,Tromsø,2,0,Brann,Alfheim stadion,99120001090,2012
12,29-05-2012,tirsdag,19:00:00,Fredrikstad,3,0,Viking,Fredrikstad stadion,99120001089,2012
12,24-06-2012,søndag,18:00:00,Aalesund,2,2,Sogndal,Color Line Stadion,99120001093,2012
12,24-06-2012,søndag,18:00:00,Rosenborg,3,3,Strømsgodset,Lerkendal stadion,99120001092,2012
12,11-07-2012,onsdag,19:00:00,Odd,2,3,Vålerenga,Skagerak Arena,99120001096,2012
13,29-06-2012,fredag,21:00:00,Sogndal,1,3,Fredrikstad,Fosshaugane Campus,99120001103,2012
13,30-06-2012,lørdag,16:00:00,Brann,2,1,Stabæk,Brann stadion,99120001098,2012
13,30-06-2012,lørdag,18:00:00,Lillestrøm,1,3,Sandnes Ulf,Åråsen stadion,99120001099,2012
13,30-06-2012,lørdag,18:00:00,Strømsgodset,4,0,Hønefoss,Marienlyst stadion,99120001097,2012
13,30-06-2012,lørdag,18:00:00,Molde,3,1,Odd,Aker stadion,99120001104,2012
13,30-06-2012,lørdag,18:00:00,Haugesund,1,1,Tromsø,Haugesund stadion,99120001101,2012
13,30-06-2012,lørdag,20:00:00,Viking,1,4,Rosenborg,SR-Bank Arena,99120001102,2012
13,02-07-2012,mandag,19:00:00,Vålerenga,0,0,Aalesund,Ullevaal Stadion,99120001100,2012
14,07-07-2012,lørdag,18:00:00,Hønefoss,2,1,Brann,Aka Arena,99120001111,2012
14,07-07-2012,lørdag,20:00:00,Tromsø,1,1,Sogndal,Alfheim stadion,99120001106,2012
14,08-07-2012,søndag,18:00:00,Stabæk,1,2,Strømsgodset,Nadderud stadion,99120001110,2012
14,08-07-2012,søndag,18:00:00,Odd,2,1,Haugesund,Skagerak Arena,99120001112,2012
14,08-07-2012,søndag,18:00:00,Aalesund,1,1,Viking,Color Line Stadion,99120001109,2012
14,08-07-2012,søndag,18:00:00,Sandnes Ulf,0,2,Vålerenga,Sandnes stadion,99120001107,2012
14,08-07-2012,søndag,20:00:00,Rosenborg,1,0,Molde,Lerkendal stadion,99120001108,2012
